naics_sector,fiscal_year,total,month_name,month,year
Other Educational Services,2014,969212.0,jun,6,2014
Professional  Services,2014,12110111.0,jun,6,2014
Legal Services,2014,4126101.0,jun,6,2014
Management Consulting,2014,2342956.0,jun,6,2014
Engineering & Architectural Services,2014,1439373.0,jun,6,2014
Computer,2014,1169394.0,jun,6,2014
"Accounting, Auditing, Bookkeeping",2014,1252854.0,jun,6,2014
Advertising and Other Professional Services,2014,1779431.0,jun,6,2014
Hotels,2014,937998.0,jun,6,2014
Restaurants,2014,2996628.0,jun,6,2014
Sport Teams,2014,1433041.0,jun,6,2014
"Arts, Entertainment, and Other Recreation",2014,855249.0,jun,6,2014
Other Sectors,2014,8536849.0,jun,6,2014
Membership Organizations,2014,2530780.0,jun,6,2014
Employment/Outsourcing Agencies,2014,1902104.0,jun,6,2014
Security and Investigation Services,2014,584214.0,jun,6,2014
Services to Buildings,2014,896512.0,jun,6,2014
Miscellaneous Sectors,2014,2623239.0,jun,6,2014
Government,2014,20884230.0,jun,6,2014
State Government (PA),2014,1158449.0,jun,6,2014
"City, School District, Local Quasi Govt.",2014,8503972.0,jun,6,2014
Federal Government (includes US Post Office),2014,11064450.0,jun,6,2014
Other Governments,2014,157358.0,jun,6,2014
Unclassified Accounts,2014,168935.0,jun,6,2014
Construction,2015,5064565.0,jul,7,2014
Manufacturing (includes headquarter offices & factories),2015,9698887.0,jul,7,2014
"Chemicals, Petroleum Refining",2015,1702885.0,jul,7,2014
Pharmaceuticals,2015,1620582.0,jul,7,2014
Transportation Equipment,2015,1125891.0,jul,7,2014
Food & Beverage Products,2015,1289461.0,jul,7,2014
"Machinery, Electronic, and Other Electric Equipment",2015,873366.0,jul,7,2014
Metal Manufacturing,2015,728561.0,jul,7,2014
Miscellaneous Manufacturing,2015,2358141.0,jul,7,2014
Public Utilities,2015,938694.0,jul,7,2014
Transportation and Warehousing,2015,5384960.0,jul,7,2014
Telecommunication,2015,3027619.0,jul,7,2014
"Publishing, Broadcasting, and Other Information",2015,2197638.0,jul,7,2014
Wholesale Trade,2015,3657990.0,jul,7,2014
Retail Trade,2015,7731412.0,jul,7,2014
Banking & Credit Unions,2015,2747785.0,jul,7,2014
Securities / Financial Investments,2015,2970096.0,jul,7,2014
Insurance,2015,5949130.0,jul,7,2014
"Real Estate, Rental and Leasing",2015,2590996.0,jul,7,2014
Health and Social Services,2015,31695881.0,jul,7,2014
Hospitals,2015,16561019.0,jul,7,2014
"Doctors, Dentists, and Other Health Practitioners",2015,4443713.0,jul,7,2014
Outpatient Care Centers and Other Health Services,2015,4782772.0,jul,7,2014
Nursing & Personal Care Facilities,2015,3134665.0,jul,7,2014
Social Services,2015,2773712.0,jul,7,2014
Education,2015,13637341.0,jul,7,2014
College and Universities,2015,10415677.0,jul,7,2014
"Elementary, Secondary Schools (except public schools)",2015,2143505.0,jul,7,2014
Other Educational Services,2015,1078159.0,jul,7,2014
Professional  Services,2015,16642875.0,jul,7,2014
Legal Services,2015,5697867.0,jul,7,2014
Management Consulting,2015,3650214.0,jul,7,2014
Engineering & Architectural Services,2015,1808244.0,jul,7,2014
Computer,2015,1464561.0,jul,7,2014
"Accounting, Auditing, Bookkeeping",2015,1482856.0,jul,7,2014
Advertising and Other Professional Services,2015,2539133.0,jul,7,2014
Hotels,2015,1009623.0,jul,7,2014
Restaurants,2015,4482440.0,jul,7,2014
Sport Teams,2015,1759506.0,jul,7,2014
"Arts, Entertainment, and Other Recreation",2015,997454.0,jul,7,2014
Other Sectors,2015,12021798.0,jul,7,2014
Membership Organizations,2015,3171070.0,jul,7,2014
Employment/Outsourcing Agencies,2015,2295635.0,jul,7,2014
Security and Investigation Services,2015,680122.0,jul,7,2014
Services to Buildings,2015,1149571.0,jul,7,2014
Miscellaneous Sectors,2015,4725400.0,jul,7,2014
Government,2015,16871073.0,jul,7,2014
State Government (PA),2015,931302.0,jul,7,2014
"City, School District, Local Quasi Govt.",2015,11303055.0,jul,7,2014
Federal Government (includes US Post Office),2015,4453755.0,jul,7,2014
Other Governments,2015,182960.0,jul,7,2014
Unclassified Accounts,2015,560953.0,jul,7,2014
Construction,2015,4320885.0,aug,8,2014
Manufacturing (includes headquarter offices & factories),2015,7844206.0,aug,8,2014
"Chemicals, Petroleum Refining",2015,1358203.0,aug,8,2014
Pharmaceuticals,2015,1567520.0,aug,8,2014
Transportation Equipment,2015,818802.0,aug,8,2014
Food & Beverage Products,2015,1057066.0,aug,8,2014
"Machinery, Electronic, and Other Electric Equipment",2015,651502.0,aug,8,2014
Metal Manufacturing,2015,630801.0,aug,8,2014
Miscellaneous Manufacturing,2015,1760312.0,aug,8,2014
Public Utilities,2015,963471.0,aug,8,2014
Transportation and Warehousing,2015,3941814.0,aug,8,2014
Telecommunication,2015,2390621.0,aug,8,2014
"Publishing, Broadcasting, and Other Information",2015,1610649.0,aug,8,2014
Wholesale Trade,2015,2892399.0,aug,8,2014
Retail Trade,2015,5896768.0,aug,8,2014
Banking & Credit Unions,2015,2310729.0,aug,8,2014
Securities / Financial Investments,2015,2945510.0,aug,8,2014
Insurance,2015,2862438.0,aug,8,2014
"Real Estate, Rental and Leasing",2015,1824535.0,aug,8,2014
Health and Social Services,2015,27508275.0,aug,8,2014
Hospitals,2015,14736308.0,aug,8,2014
"Doctors, Dentists, and Other Health Practitioners",2015,2942873.0,aug,8,2014
Outpatient Care Centers and Other Health Services,2015,4757951.0,aug,8,2014
Nursing & Personal Care Facilities,2015,2755881.0,aug,8,2014
Social Services,2015,2315262.0,aug,8,2014
Education,2015,13332559.0,aug,8,2014
College and Universities,2015,10806510.0,aug,8,2014
"Elementary, Secondary Schools (except public schools)",2015,1777173.0,aug,8,2014
Other Educational Services,2015,748876.0,aug,8,2014
Professional  Services,2015,12625320.0,aug,8,2014
Legal Services,2015,4320874.0,aug,8,2014
Management Consulting,2015,2431350.0,aug,8,2014
Engineering & Architectural Services,2015,1390132.0,aug,8,2014
Computer,2015,1165185.0,aug,8,2014
"Accounting, Auditing, Bookkeeping",2015,1694553.0,aug,8,2014
Advertising and Other Professional Services,2015,1623226.0,aug,8,2014
Hotels,2015,926133.0,aug,8,2014
Restaurants,2015,3128746.0,aug,8,2014
Sport Teams,2015,1139847.0,aug,8,2014
"Arts, Entertainment, and Other Recreation",2015,762560.0,aug,8,2014
Other Sectors,2015,9880443.0,aug,8,2014
Membership Organizations,2015,2692987.0,aug,8,2014
Employment/Outsourcing Agencies,2015,2106490.0,aug,8,2014
Security and Investigation Services,2015,690116.0,aug,8,2014
Services to Buildings,2015,870468.0,aug,8,2014
Miscellaneous Sectors,2015,3520382.0,aug,8,2014
Government,2015,14486549.0,aug,8,2014
State Government (PA),2015,935019.0,aug,8,2014
"City, School District, Local Quasi Govt.",2015,8631520.0,aug,8,2014
Federal Government (includes US Post Office),2015,4778452.0,aug,8,2014
Other Governments,2015,141558.0,aug,8,2014
Unclassified Accounts,2015,318623.0,aug,8,2014
Construction,2015,3905453.0,sep,9,2014
Manufacturing (includes headquarter offices & factories),2015,7804178.0,sep,9,2014
"Chemicals, Petroleum Refining",2015,1386562.0,sep,9,2014
Pharmaceuticals,2015,1647946.0,sep,9,2014
Transportation Equipment,2015,761493.0,sep,9,2014
Food & Beverage Products,2015,1075704.0,sep,9,2014
"Machinery, Electronic, and Other Electric Equipment",2015,650059.0,sep,9,2014
Metal Manufacturing,2015,606081.0,sep,9,2014
Miscellaneous Manufacturing,2015,1676334.0,sep,9,2014
Public Utilities,2015,840205.0,sep,9,2014
Transportation and Warehousing,2015,4059391.0,sep,9,2014
Telecommunication,2015,2383889.0,sep,9,2014
"Publishing, Broadcasting, and Other Information",2015,1553534.0,sep,9,2014
Wholesale Trade,2015,2872503.0,sep,9,2014
Retail Trade,2015,6427537.0,sep,9,2014
Banking & Credit Unions,2015,2513569.0,sep,9,2014
Securities / Financial Investments,2015,2840163.0,sep,9,2014
Insurance,2015,3562405.0,sep,9,2014
"Real Estate, Rental and Leasing",2015,2045552.0,sep,9,2014
Health and Social Services,2015,25609640.0,sep,9,2014
Hospitals,2015,14142105.0,sep,9,2014
"Doctors, Dentists, and Other Health Practitioners",2015,2907725.0,sep,9,2014
Outpatient Care Centers and Other Health Services,2015,3554359.0,sep,9,2014
Nursing & Personal Care Facilities,2015,2762181.0,sep,9,2014
Social Services,2015,2243271.0,sep,9,2014
Education,2015,14057593.0,sep,9,2014
College and Universities,2015,11191891.0,sep,9,2014
"Elementary, Secondary Schools (except public schools)",2015,1974966.0,sep,9,2014
Other Educational Services,2015,890736.0,sep,9,2014
Professional  Services,2015,12830335.0,sep,9,2014
Legal Services,2015,4337788.0,sep,9,2014
Management Consulting,2015,2819664.0,sep,9,2014
Engineering & Architectural Services,2015,1395627.0,sep,9,2014
Computer,2015,1125184.0,sep,9,2014
"Accounting, Auditing, Bookkeeping",2015,1587341.0,sep,9,2014
Advertising and Other Professional Services,2015,1564731.0,sep,9,2014
Hotels,2015,841896.0,sep,9,2014
Restaurants,2015,2894557.0,sep,9,2014
Sport Teams,2015,1738000.0,sep,9,2014
"Arts, Entertainment, and Other Recreation",2015,772577.0,sep,9,2014
Other Sectors,2015,8547650.0,sep,9,2014
Membership Organizations,2015,2557507.0,sep,9,2014
Employment/Outsourcing Agencies,2015,1845302.0,sep,9,2014
Security and Investigation Services,2015,654610.0,sep,9,2014
Services to Buildings,2015,893905.0,sep,9,2014
Miscellaneous Sectors,2015,2596326.0,sep,9,2014
Government,2015,14786227.0,sep,9,2014
State Government (PA),2015,1071926.0,sep,9,2014
"City, School District, Local Quasi Govt.",2015,9559113.0,sep,9,2014
Federal Government (includes US Post Office),2015,4015391.0,sep,9,2014
Other Governments,2015,139796.0,sep,9,2014
Unclassified Accounts,2015,157504.0,sep,9,2014
Construction,2015,5434451.0,oct,10,2014
Manufacturing (includes headquarter offices & factories),2015,9639945.0,oct,10,2014
"Chemicals, Petroleum Refining",2015,1492840.0,oct,10,2014
Pharmaceuticals,2015,1856448.0,oct,10,2014
Transportation Equipment,2015,938745.0,oct,10,2014
Food & Beverage Products,2015,1429942.0,oct,10,2014
"Machinery, Electronic, and Other Electric Equipment",2015,762775.0,oct,10,2014
Metal Manufacturing,2015,723454.0,oct,10,2014
Miscellaneous Manufacturing,2015,2435742.0,oct,10,2014
Public Utilities,2015,1142018.0,oct,10,2014
Transportation and Warehousing,2015,5261266.0,oct,10,2014
Telecommunication,2015,2414093.0,oct,10,2014
"Publishing, Broadcasting, and Other Information",2015,2235965.0,oct,10,2014
Wholesale Trade,2015,3823041.0,oct,10,2014
Retail Trade,2015,7507155.0,oct,10,2014
Banking & Credit Unions,2015,2634041.0,oct,10,2014
Securities / Financial Investments,2015,2969858.0,oct,10,2014
Insurance,2015,4542156.0,oct,10,2014
"Real Estate, Rental and Leasing",2015,2514824.0,oct,10,2014
Health and Social Services,2015,30323601.0,oct,10,2014
Hospitals,2015,15801539.0,oct,10,2014
"Doctors, Dentists, and Other Health Practitioners",2015,4089881.0,oct,10,2014
Outpatient Care Centers and Other Health Services,2015,4631833.0,oct,10,2014
Nursing & Personal Care Facilities,2015,3015442.0,oct,10,2014
Social Services,2015,2784905.0,oct,10,2014
Education,2015,14369625.0,oct,10,2014
College and Universities,2015,11144852.0,oct,10,2014
"Elementary, Secondary Schools (except public schools)",2015,2193389.0,oct,10,2014
Other Educational Services,2015,1031383.0,oct,10,2014
Professional  Services,2015,17021243.0,oct,10,2014
Legal Services,2015,5630868.0,oct,10,2014
Management Consulting,2015,3540353.0,oct,10,2014
Engineering & Architectural Services,2015,1737555.0,oct,10,2014
Computer,2015,1563486.0,oct,10,2014
"Accounting, Auditing, Bookkeeping",2015,1943433.0,oct,10,2014
Advertising and Other Professional Services,2015,2605547.0,oct,10,2014
Hotels,2015,1034051.0,oct,10,2014
Restaurants,2015,4579981.0,oct,10,2014
Sport Teams,2015,1987074.0,oct,10,2014
"Arts, Entertainment, and Other Recreation",2015,1094462.0,oct,10,2014
Other Sectors,2015,11628010.0,oct,10,2014
Membership Organizations,2015,3213923.0,oct,10,2014
Employment/Outsourcing Agencies,2015,2467729.0,oct,10,2014
Security and Investigation Services,2015,728691.0,oct,10,2014
Services to Buildings,2015,1139670.0,oct,10,2014
Miscellaneous Sectors,2015,4077998.0,oct,10,2014
Government,2015,24367028.0,oct,10,2014
State Government (PA),2015,928367.0,oct,10,2014
"City, School District, Local Quasi Govt.",2015,10678388.0,oct,10,2014
Federal Government (includes US Post Office),2015,12518518.0,oct,10,2014
Other Governments,2015,241755.0,oct,10,2014
Unclassified Accounts,2015,594901.0,oct,10,2014
Construction,2015,4808508.0,nov,11,2014
Manufacturing (includes headquarter offices & factories),2015,8173765.0,nov,11,2014
"Chemicals, Petroleum Refining",2015,1573988.0,nov,11,2014
Pharmaceuticals,2015,1328847.0,nov,11,2014
Transportation Equipment,2015,829771.0,nov,11,2014
Food & Beverage Products,2015,1145141.0,nov,11,2014
"Machinery, Electronic, and Other Electric Equipment",2015,727827.0,nov,11,2014
Metal Manufacturing,2015,739181.0,nov,11,2014
Miscellaneous Manufacturing,2015,1829010.0,nov,11,2014
Public Utilities,2015,967306.0,nov,11,2014
Transportation and Warehousing,2015,4335253.0,nov,11,2014
Telecommunication,2015,2421653.0,nov,11,2014
"Publishing, Broadcasting, and Other Information",2015,1785834.0,nov,11,2014
Wholesale Trade,2015,3121622.0,nov,11,2014
Retail Trade,2015,6631503.0,nov,11,2014
Banking & Credit Unions,2015,2493545.0,nov,11,2014
Securities / Financial Investments,2015,2700498.0,nov,11,2014
Insurance,2015,3614109.0,nov,11,2014
"Real Estate, Rental and Leasing",2015,1963912.0,nov,11,2014
Health and Social Services,2015,29807181.0,nov,11,2014
Hospitals,2015,15786191.0,nov,11,2014
"Doctors, Dentists, and Other Health Practitioners",2015,3612823.0,nov,11,2014
Outpatient Care Centers and Other Health Services,2015,4920353.0,nov,11,2014
Nursing & Personal Care Facilities,2015,2933110.0,nov,11,2014
Social Services,2015,2554705.0,nov,11,2014
Education,2015,14654010.0,nov,11,2014
College and Universities,2015,11519083.0,nov,11,2014
"Elementary, Secondary Schools (except public schools)",2015,2162546.0,nov,11,2014
Other Educational Services,2015,972381.0,nov,11,2014
Professional  Services,2015,13438207.0,nov,11,2014
Legal Services,2015,4730654.0,nov,11,2014
Management Consulting,2015,2572758.0,nov,11,2014
Engineering & Architectural Services,2015,1643648.0,nov,11,2014
Computer,2015,1166414.0,nov,11,2014
"Accounting, Auditing, Bookkeeping",2015,1489736.0,nov,11,2014
Advertising and Other Professional Services,2015,1834996.0,nov,11,2014
Hotels,2015,1008657.0,nov,11,2014
Restaurants,2015,3647391.0,nov,11,2014
Sport Teams,2015,1504172.0,nov,11,2014
"Arts, Entertainment, and Other Recreation",2015,850221.0,nov,11,2014
Other Sectors,2015,9776389.0,nov,11,2014
Membership Organizations,2015,2851994.0,nov,11,2014
Employment/Outsourcing Agencies,2015,2242653.0,nov,11,2014
Security and Investigation Services,2015,665440.0,nov,11,2014
Services to Buildings,2015,952222.0,nov,11,2014
Miscellaneous Sectors,2015,3064081.0,nov,11,2014
Government,2015,13567141.0,nov,11,2014
State Government (PA),2015,1153433.0,nov,11,2014
"City, School District, Local Quasi Govt.",2015,8597928.0,nov,11,2014
Federal Government (includes US Post Office),2015,3675833.0,nov,11,2014
Other Governments,2015,139947.0,nov,11,2014
Unclassified Accounts,2015,335889.0,nov,11,2014
Construction,2015,3987537.0,dec,12,2014
Manufacturing (includes headquarter offices & factories),2015,7624231.0,dec,12,2014
"Chemicals, Petroleum Refining",2015,1202184.0,dec,12,2014
Pharmaceuticals,2015,1331197.0,dec,12,2014
Transportation Equipment,2015,737353.0,dec,12,2014
Food & Beverage Products,2015,1369650.0,dec,12,2014
"Machinery, Electronic, and Other Electric Equipment",2015,675674.0,dec,12,2014
Metal Manufacturing,2015,603445.0,dec,12,2014
Miscellaneous Manufacturing,2015,1704729.0,dec,12,2014
Public Utilities,2015,945817.0,dec,12,2014
Transportation and Warehousing,2015,4920985.0,dec,12,2014
Telecommunication,2015,2212156.0,dec,12,2014
"Publishing, Broadcasting, and Other Information",2015,1698231.0,dec,12,2014
Wholesale Trade,2015,3141605.0,dec,12,2014
Retail Trade,2015,5754664.0,dec,12,2014
Banking & Credit Unions,2015,2393777.0,dec,12,2014
Securities / Financial Investments,2015,3268284.0,dec,12,2014
Insurance,2015,3397914.0,dec,12,2014
"Real Estate, Rental and Leasing",2015,1775401.0,dec,12,2014
Health and Social Services,2015,24245512.0,dec,12,2014
Hospitals,2015,13344938.0,dec,12,2014
"Doctors, Dentists, and Other Health Practitioners",2015,2884888.0,dec,12,2014
Outpatient Care Centers and Other Health Services,2015,3380436.0,dec,12,2014
Nursing & Personal Care Facilities,2015,2438312.0,dec,12,2014
Social Services,2015,2196937.0,dec,12,2014
Education,2015,13499439.0,dec,12,2014
College and Universities,2015,10565962.0,dec,12,2014
"Elementary, Secondary Schools (except public schools)",2015,1932766.0,dec,12,2014
Other Educational Services,2015,1000711.0,dec,12,2014
Professional  Services,2015,13108468.0,dec,12,2014
Legal Services,2015,4705453.0,dec,12,2014
Management Consulting,2015,2651527.0,dec,12,2014
Engineering & Architectural Services,2015,1594495.0,dec,12,2014
Computer,2015,1051882.0,dec,12,2014
"Accounting, Auditing, Bookkeeping",2015,1393342.0,dec,12,2014
Advertising and Other Professional Services,2015,1711770.0,dec,12,2014
Hotels,2015,879901.0,dec,12,2014
Restaurants,2015,3813353.0,dec,12,2014
Sport Teams,2015,1508386.0,dec,12,2014
"Arts, Entertainment, and Other Recreation",2015,764403.0,dec,12,2014
Other Sectors,2015,8416419.0,dec,12,2014
Membership Organizations,2015,2490121.0,dec,12,2014
Employment/Outsourcing Agencies,2015,2101991.0,dec,12,2014
Security and Investigation Services,2015,592630.0,dec,12,2014
Services to Buildings,2015,819249.0,dec,12,2014
Miscellaneous Sectors,2015,2412428.0,dec,12,2014
Government,2015,23536463.0,dec,12,2014
State Government (PA),2015,950831.0,dec,12,2014
"City, School District, Local Quasi Govt.",2015,10860810.0,dec,12,2014
Federal Government (includes US Post Office),2015,11586089.0,dec,12,2014
Other Governments,2015,138734.0,dec,12,2014
